draw_date,draw_no,n1,n2,n3,n4,n5,n6,sp,source
2024-08-12,113000065,2,9,10,17,20,30,4,power_raw
2024-08-15,113000066,4,6,14,16,20,24,2,power_raw
2024-08-19,113000067,6,10,17,21,22,29,6,power_raw
2024-08-22,113000068,5,15,19,20,31,34,2,power_raw
2024-08-26,113000069,15,18,25,26,29,30,1,power_raw
2024-08-29,113000070,9,24,25,31,32,38,3,power_raw
2024-09-02,113000071,9,16,24,27,31,37,4,power_raw
2024-09-05,113000072,10,14,16,25,28,38,4,power_raw
2024-09-09,113000073,7,21,22,27,31,36,7,power_raw
2024-09-12,113000074,10,12,21,27,33,38,8,power_raw
2024-09-16,113000075,8,14,17,23,25,26,4,power_raw
2024-09-19,113000076,3,8,16,24,26,30,4,power_raw
2024-09-23,113000077,4,13,14,23,24,29,8,power_raw
2024-09-26,113000078,3,6,9,11,18,29,3,power_raw
2024-09-30,113000079,3,9,13,14,17,33,5,power_raw
2024-10-03,113000080,11,17,18,19,30,36,8,power_raw
2024-10-07,113000081,9,21,22,27,29,36,5,power_raw
2024-10-10,113000082,2,8,14,20,23,37,8,power_raw
2024-10-14,113000083,6,10,22,23,25,27,8,power_raw
2024-10-17,113000084,2,3,5,10,25,30,6,power_raw
2024-10-21,113000085,4,6,13,19,23,38,7,power_raw
2024-10-24,113000086,8,10,20,28,29,33,2,power_raw
2024-10-28,113000087,9,11,23,33,35,37,2,power_raw
2024-10-31,113000088,4,8,12,14,17,37,4,power_raw
2024-11-04,113000089,1,7,14,20,22,23,1,power_raw
2024-11-07,113000090,5,21,26,28,34,38,6,power_raw
2024-11-11,113000091,3,8,9,17,28,33,2,power_raw
2024-11-14,113000092,6,15,22,23,31,37,5,power_raw
2024-11-18,113000093,8,9,13,21,36,38,8,power_raw
2024-11-21,113000094,8,12,13,16,18,27,6,power_raw
2024-11-25,113000095,7,14,19,25,33,37,3,power_raw
2024-11-28,113000096,20,25,32,33,34,36,7,power_raw
2024-12-02,113000097,8,21,22,36,37,38,5,power_raw
2024-12-05,113000098,10,14,19,30,33,38,3,power_raw
2024-12-09,113000099,13,18,26,30,31,36,5,power_raw
2024-12-12,113000100,11,14,17,23,25,30,8,power_raw
2024-12-16,113000101,3,19,27,30,36,37,7,power_raw
2024-12-19,113000102,6,8,9,18,23,38,5,power_raw
2024-12-23,113000103,15,16,18,25,34,37,4,power_raw
2024-12-26,113000104,13,15,18,28,35,37,4,power_raw
2024-12-30,113000105,6,8,12,16,23,31,1,power_raw
2025-01-02,114000001,4,12,13,22,27,32,5,power_raw
2025-01-06,114000002,4,14,17,29,31,38,7,power_raw
2025-01-09,114000003,1,4,15,16,31,34,4,power_raw
2025-01-13,114000004,3,13,22,26,28,33,2,power_raw
2025-01-16,114000005,10,16,19,21,31,37,3,power_raw
2025-01-20,114000006,8,11,13,27,29,37,2,power_raw
2025-01-23,114000007,7,10,13,22,25,29,2,power_raw
2025-01-27,114000008,2,10,15,18,25,35,8,power_raw
2025-01-30,114000009,3,17,20,21,24,37,6,power_raw
2025-02-03,114000010,4,7,15,31,33,36,6,power_raw
2025-02-06,114000011,6,18,21,32,33,37,1,power_raw
2025-02-10,114000012,6,7,8,13,14,24,4,power_raw
2025-02-13,114000013,2,3,11,18,30,36,7,power_raw
2025-02-17,114000014,1,17,21,23,31,34,1,power_raw
2025-02-20,114000015,5,6,15,19,32,37,8,power_raw
2025-02-24,114000016,7,15,16,23,24,35,2,power_raw
2025-02-27,114000017,1,7,8,24,26,34,2,power_raw
2025-03-03,114000018,12,15,20,23,26,32,5,power_raw
2025-03-06,114000019,5,9,15,17,18,29,4,power_raw
2025-03-10,114000020,13,16,17,20,27,31,2,power_raw
2025-03-13,114000021,3,4,13,16,24,25,7,power_raw
2025-03-17,114000022,1,2,3,12,18,28,4,power_raw
2025-03-20,114000023,1,3,12,18,31,38,8,power_raw
2025-03-24,114000024,3,17,22,24,25,33,3,power_raw
2025-03-27,114000025,7,8,21,26,32,35,2,power_raw
2025-03-31,114000026,2,6,7,9,12,20,4,power_raw
2025-04-03,114000027,2,9,15,21,29,36,7,power_raw
2025-04-07,114000028,13,21,24,25,31,36,4,power_raw
2025-04-10,114000029,9,16,20,23,29,34,4,power_raw
2025-04-14,114000030,1,5,9,20,29,38,2,power_raw
2025-04-17,114000031,1,2,3,5,17,27,8,power_raw
2025-04-21,114000032,5,9,20,29,35,36,8,power_raw
2025-04-24,114000033,7,17,25,29,36,37,5,power_raw
2025-04-28,114000034,2,14,17,19,29,32,5,power_raw
2025-05-01,114000035,14,19,20,25,27,30,4,power_raw
2025-05-05,114000036,7,8,9,11,19,35,4,power_raw
2025-05-08,114000037,5,8,9,17,31,37,1,power_raw
2025-05-12,114000038,2,8,26,34,35,38,4,power_raw
2025-05-15,114000039,1,2,8,21,23,26,1,power_raw
2025-05-19,114000040,10,15,22,27,29,37,3,power_raw
2025-05-22,114000041,6,12,21,25,34,38,3,power_raw
2025-05-26,114000042,13,14,17,23,24,37,6,power_raw
2025-05-29,114000043,5,6,9,20,22,35,7,power_raw
2025-06-02,114000044,1,5,16,18,21,31,2,power_raw
2025-06-05,114000045,12,16,20,22,34,35,5,power_raw
2025-06-09,114000046,3,7,9,19,24,31,2,power_raw
2025-06-12,114000047,5,12,13,15,26,38,5,power_raw
2025-06-16,114000048,4,11,12,18,21,26,3,power_raw
2025-06-19,114000049,1,7,20,21,36,38,6,power_raw
2025-06-23,114000050,6,11,20,31,32,33,6,power_raw
2025-06-26,114000051,1,7,15,23,26,38,4,power_raw
2025-06-30,114000052,1,3,9,15,22,27,5,power_raw
2025-07-03,114000053,11,14,20,27,30,38,6,power_raw
2025-07-07,114000054,7,9,14,23,37,38,3,power_raw
2025-07-10,114000055,1,2,7,14,28,31,2,power_raw
2025-07-14,114000056,3,6,19,22,37,38,4,power_raw
2025-07-17,114000057,1,4,6,21,25,28,2,power_raw
2025-07-21,114000058,10,18,20,24,36,38,4,power_raw
2025-07-24,114000059,3,4,7,10,33,38,5,power_raw
2025-07-28,114000060,12,16,18,22,24,36,5,power_raw
2025-07-31,114000061,4,9,18,20,29,31,3,power_raw
2025-08-04,114000062,15,16,22,27,30,32,1,power_raw
2025-08-07,114000063,2,4,7,8,18,25,7,power_raw
2025-08-11,114000064,3,5,9,16,18,19,2,power_raw
2025-08-14,114000065,1,11,14,17,19,36,3,power_raw
2025-08-18,114000066,2,5,8,17,20,26,6,power_raw
2025-08-21,114000067,2,4,11,12,16,19,2,power_raw
2025-08-25,114000068,1,12,14,21,36,37,3,power_raw
2025-08-28,114000069,9,13,14,17,23,30,5,power_raw
2025-09-01,114000070,2,7,16,18,28,29,4,power_raw
2025-09-04,114000071,6,7,9,11,21,38,8,power_raw
2025-09-08,114000072,7,8,14,15,25,36,6,power_raw
2025-09-11,114000073,11,18,21,27,31,35,6,power_raw
2025-09-15,114000074,4,16,20,33,34,38,2,power_raw
2025-09-18,114000075,10,20,25,28,32,36,2,power_raw
2025-09-22,114000076,10,11,14,22,31,33,2,power_raw
2025-09-25,114000077,8,12,14,24,28,35,3,power_raw
2025-09-29,114000078,12,16,17,20,27,36,3,power_raw
2025-10-02,114000079,3,5,12,24,27,30,7,power_raw
2025-10-06,114000080,5,6,9,14,15,37,5,power_raw
2025-10-09,114000081,1,6,11,20,34,35,8,power_raw
2025-10-13,114000082,4,6,8,18,24,28,1,power_raw
2025-10-16,114000083,8,9,13,16,26,35,2,power_raw
2025-10-20,114000084,8,12,19,22,24,32,5,power_raw
2025-10-23,114000085,5,9,11,21,32,35,8,power_raw
2025-10-27,114000086,1,11,16,20,27,36,6,power_raw
2025-10-30,114000087,13,14,17,20,21,24,2,power_raw
2025-11-03,114000088,4,18,20,30,32,35,4,power_raw
2025-11-06,114000089,11,18,20,25,29,37,8,power_raw
2025-11-10,114000090,6,12,28,29,31,32,4,power_raw
2025-11-13,114000091,2,9,11,15,26,34,4,power_raw
2025-11-17,114000092,17,18,19,28,34,36,6,power_raw
2025-11-20,114000093,3,8,17,20,31,35,7,power_raw
2025-11-24,114000094,7,9,19,20,33,34,7,power_raw
2025-11-27,114000095,4,9,16,26,33,35,2,power_raw
2025-12-01,114000096,5,7,8,11,32,37,2,power_raw
2025-12-04,114000097,3,6,7,10,29,33,1,power_raw
2025-12-08,114000098,5,14,15,20,32,37,2,power_raw
2025-12-11,114000099,5,6,11,15,22,37,7,power_raw
2025-12-15,114000100,19,26,28,31,32,34,6,power_raw
2025-12-18,114000101,8,15,16,21,29,37,5,power_raw
2025-12-22,114000102,5,16,21,25,32,34,8,power_raw
2025-12-25,114000103,6,12,21,22,28,34,8,power_raw
2025-12-29,114000104,1,3,9,11,18,32,6,power_raw
2026-01-01,115000001,7,14,22,23,31,35,1,power_raw
2026-01-05,115000002,11,14,19,25,34,37,4,power_raw
2026-01-08,115000003,7,17,25,26,27,33,3,power_raw
2026-01-12,115000004,1,9,14,17,33,38,3,power_raw
2026-01-15,115000005,8,10,16,26,31,38,5,power_raw
2026-01-19,115000006,10,16,20,23,35,37,5,power_raw
2026-01-22,115000007,11,17,29,30,34,35,6,power_raw
2026-01-26,115000008,3,8,12,26,32,38,4,power_raw
2026-01-29,115000009,5,10,15,17,23,25,5,power_raw
2026-02-02,115000010,1,12,14,15,27,29,5,power_raw
2026-02-05,115000011,7,22,28,34,36,37,7,power_raw
2026-02-09,115000012,13,14,16,33,34,37,2,power_raw
2026-02-12,115000013,6,10,22,25,32,35,3,power_raw
2026-02-16,115000014,2,6,19,33,36,38,3,power_raw
2026-02-19,115000015,2,3,6,12,23,27,4,power_raw
2026-02-23,115000016,4,10,13,24,31,35,2,power_raw
2026-02-26,115000017,3,19,27,30,37,38,2,power_raw
2026-03-02,115000018,7,9,11,23,25,29,5,power_raw
2026-03-05,115000019,7,11,14,32,36,38,2,power_raw
2026-03-09,115000020,1,11,14,17,29,32,8,power_raw
2026-03-12,115000021,4,9,15,25,27,31,8,power_raw
2026-03-16,115000022,14,26,28,31,32,34,1,power_raw
