draw_date,draw_no,n1,n2,n3,n4,n5,n6,sp,source
2020-02-27,109000017,3,10,15,20,22,31,4,power_raw
2020-03-02,109000018,13,25,30,31,33,38,8,power_raw
2020-03-05,109000019,3,4,9,24,34,38,1,power_raw
2020-03-09,109000020,18,19,22,27,30,35,1,power_raw
2020-03-12,109000021,2,7,10,16,26,33,5,power_raw
2020-03-16,109000022,4,11,13,19,31,34,7,power_raw
2020-03-19,109000023,4,16,23,27,30,33,6,power_raw
2020-03-23,109000024,4,16,25,30,34,37,2,power_raw
2020-03-26,109000025,10,14,15,31,33,35,4,power_raw
2020-03-30,109000026,9,11,12,31,33,36,5,power_raw
2020-04-02,109000027,16,17,19,23,26,37,8,power_raw
2020-04-06,109000028,1,14,28,30,31,33,2,power_raw
2020-04-09,109000029,1,3,12,16,33,35,1,power_raw
2020-04-13,109000030,10,11,18,19,22,37,1,power_raw
2020-04-16,109000031,3,6,17,20,25,30,5,power_raw
2020-04-20,109000032,5,12,17,20,23,38,7,power_raw
2020-04-23,109000033,10,15,16,17,18,26,6,power_raw
2020-04-27,109000034,1,3,13,15,17,33,1,power_raw
2020-04-30,109000035,7,11,12,15,30,31,6,power_raw
2020-05-04,109000036,2,19,23,31,32,35,7,power_raw
2020-05-07,109000037,5,20,21,23,25,36,3,power_raw
2020-05-11,109000038,14,15,25,28,32,34,8,power_raw
2020-05-14,109000039,12,17,24,30,34,35,2,power_raw
2020-05-18,109000040,4,11,25,27,35,36,8,power_raw
2020-05-21,109000041,4,7,24,27,33,35,8,power_raw
2020-05-25,109000042,3,4,14,18,28,29,4,power_raw
2020-05-28,109000043,2,4,7,8,18,35,6,power_raw
2020-06-01,109000044,1,4,13,19,21,25,8,power_raw
2020-06-04,109000045,4,6,18,26,37,38,1,power_raw
2020-06-08,109000046,1,8,15,16,28,33,6,power_raw
2020-06-11,109000047,6,17,22,26,27,38,4,power_raw
2020-06-15,109000048,14,16,20,23,28,32,7,power_raw
2020-06-18,109000049,6,12,20,25,27,37,5,power_raw
2020-06-22,109000050,7,10,21,23,24,27,1,power_raw
2020-06-25,109000051,15,17,22,24,27,36,6,power_raw
2020-06-29,109000052,1,8,19,26,27,38,8,power_raw
2020-07-02,109000053,2,5,7,28,30,38,5,power_raw
2020-07-06,109000054,15,24,30,31,32,35,8,power_raw
2020-07-09,109000055,3,12,17,24,29,35,4,power_raw
2020-07-13,109000056,2,3,11,18,26,31,3,power_raw
2020-07-16,109000057,6,13,14,31,33,35,8,power_raw
2020-07-20,109000058,4,15,20,22,26,37,1,power_raw
2020-07-23,109000059,1,9,17,18,31,35,2,power_raw
2020-07-27,109000060,5,8,19,21,27,37,2,power_raw
2020-07-30,109000061,11,12,14,16,22,26,4,power_raw
2020-08-03,109000062,1,4,14,21,24,31,8,power_raw
2020-08-06,109000063,1,10,16,19,26,34,1,power_raw
2020-08-10,109000064,4,5,6,15,19,22,3,power_raw
2020-08-13,109000065,6,10,12,23,32,34,6,power_raw
2020-08-17,109000066,6,22,24,34,36,38,7,power_raw
2020-08-20,109000067,11,27,34,35,37,38,2,power_raw
2020-08-24,109000068,5,24,28,29,31,33,7,power_raw
2020-08-27,109000069,18,19,20,27,33,36,8,power_raw
2020-08-31,109000070,1,12,14,16,17,30,6,power_raw
2020-09-03,109000071,16,18,22,24,25,30,1,power_raw
2020-09-07,109000072,9,15,22,31,33,38,2,power_raw
2020-09-10,109000073,2,16,20,25,35,38,5,power_raw
2020-09-14,109000074,6,22,26,33,37,38,2,power_raw
2020-09-17,109000075,9,26,27,28,32,37,2,power_raw
2020-09-21,109000076,8,9,15,19,21,34,5,power_raw
2020-09-24,109000077,6,13,14,27,32,33,7,power_raw
2020-09-28,109000078,8,9,11,18,26,37,2,power_raw
2020-10-01,109000079,11,13,15,19,25,33,1,power_raw
2020-10-05,109000080,1,14,19,26,32,35,2,power_raw
2020-10-08,109000081,3,4,5,6,13,14,5,power_raw
2020-10-12,109000082,3,15,16,20,24,25,4,power_raw
2020-10-15,109000083,1,2,4,6,21,38,7,power_raw
2020-10-19,109000084,5,7,10,19,30,38,7,power_raw
2020-10-22,109000085,8,15,21,24,26,30,7,power_raw
2020-10-26,109000086,11,20,24,26,36,37,1,power_raw
2020-10-29,109000087,3,7,12,21,30,32,2,power_raw
2020-11-02,109000088,4,12,15,32,37,38,4,power_raw
2020-11-05,109000089,1,2,12,24,29,37,4,power_raw
2020-11-09,109000090,6,10,29,31,34,36,5,power_raw
2020-11-12,109000091,4,15,24,29,33,37,1,power_raw
2020-11-16,109000092,1,20,24,26,31,32,3,power_raw
2020-11-19,109000093,9,14,18,22,29,35,6,power_raw
2020-11-23,109000094,11,13,16,24,26,35,6,power_raw
2020-11-26,109000095,1,9,14,28,29,36,6,power_raw
2020-11-30,109000096,2,4,14,15,17,21,5,power_raw
2020-12-03,109000097,5,7,29,33,34,35,8,power_raw
2020-12-07,109000098,3,6,12,15,28,35,8,power_raw
2020-12-10,109000099,15,21,29,30,32,34,8,power_raw
2020-12-14,109000100,4,6,17,23,30,35,3,power_raw
2020-12-17,109000101,2,6,11,16,25,38,4,power_raw
2020-12-21,109000102,2,6,12,22,32,33,2,power_raw
2020-12-24,109000103,3,8,23,25,35,36,3,power_raw
2020-12-28,109000104,12,15,18,22,31,38,5,power_raw
2020-12-31,109000105,2,9,13,20,25,27,7,power_raw
2021-01-04,110000001,7,14,20,31,34,38,3,power_raw
2021-01-07,110000002,4,9,12,20,32,35,3,power_raw
2021-01-11,110000003,6,14,15,18,19,33,5,power_raw
2021-01-14,110000004,1,20,21,29,30,36,5,power_raw
2021-01-18,110000005,2,3,17,18,20,31,8,power_raw
2021-01-21,110000006,5,7,16,28,32,38,4,power_raw
2021-01-25,110000007,4,11,13,22,29,31,1,power_raw
2021-01-28,110000008,1,9,19,30,34,36,8,power_raw
2021-02-01,110000009,1,13,17,34,36,38,2,power_raw
2021-02-04,110000010,7,8,9,14,22,29,2,power_raw
2021-02-08,110000011,3,6,7,11,32,37,7,power_raw
2021-02-11,110000012,3,9,11,13,14,32,8,power_raw
2021-02-15,110000013,2,12,13,16,22,32,7,power_raw
2021-02-18,110000014,4,21,24,26,34,35,8,power_raw
2021-02-22,110000015,7,13,14,17,21,27,6,power_raw
2021-02-25,110000016,3,4,6,16,32,34,3,power_raw
2021-03-01,110000017,5,9,10,21,32,38,7,power_raw
2021-03-04,110000018,2,11,18,30,31,32,6,power_raw
2021-03-08,110000019,3,9,19,23,25,31,1,power_raw
2021-03-11,110000020,7,17,21,27,30,31,5,power_raw
2021-03-15,110000021,3,7,14,19,26,33,2,power_raw
2021-03-18,110000022,2,14,17,18,19,28,4,power_raw
2021-03-22,110000023,7,14,27,31,33,36,2,power_raw
2021-03-25,110000024,4,5,12,17,29,32,7,power_raw
2021-03-29,110000025,2,11,18,23,26,37,2,power_raw
2021-04-01,110000026,5,11,16,17,22,26,4,power_raw
2021-04-05,110000027,2,4,5,11,24,32,1,power_raw
2021-04-08,110000028,5,6,11,14,34,37,2,power_raw
2021-04-12,110000029,15,16,19,21,24,27,2,power_raw
2021-04-15,110000030,13,16,27,30,31,36,3,power_raw
2021-04-19,110000031,2,8,18,22,26,32,1,power_raw
2021-04-22,110000032,1,4,6,24,27,37,4,power_raw
2021-04-26,110000033,1,12,24,25,31,34,6,power_raw
2021-04-29,110000034,5,13,16,18,29,34,4,power_raw
2021-05-03,110000035,8,16,21,26,31,37,7,power_raw
2021-05-06,110000036,6,9,11,23,26,35,8,power_raw
2021-05-10,110000037,3,14,22,25,28,30,8,power_raw
2021-05-13,110000038,5,6,7,13,19,28,4,power_raw
2021-05-17,110000039,1,4,7,12,25,26,6,power_raw
2021-05-20,110000040,3,14,15,22,25,36,4,power_raw
2021-05-24,110000041,5,11,14,19,33,38,2,power_raw
2021-05-27,110000042,4,7,11,23,24,34,6,power_raw
2021-05-31,110000043,2,5,7,10,16,36,1,power_raw
2021-06-03,110000044,7,13,20,25,32,37,7,power_raw
2021-06-07,110000045,5,7,10,23,28,30,7,power_raw
2021-06-10,110000046,2,18,20,28,31,32,5,power_raw
2021-06-14,110000047,6,8,16,27,28,38,4,power_raw
2021-06-17,110000048,4,14,18,32,35,38,1,power_raw
2021-06-21,110000049,2,8,10,24,37,38,2,power_raw
2021-06-24,110000050,7,11,15,23,31,34,1,power_raw
2021-06-28,110000051,2,6,13,16,26,28,3,power_raw
2021-07-01,110000052,8,16,19,29,34,35,3,power_raw
2021-07-05,110000053,4,10,11,17,18,24,1,power_raw
2021-07-08,110000054,1,4,13,14,31,38,3,power_raw
2021-07-12,110000055,7,15,21,22,29,36,5,power_raw
2021-07-15,110000056,19,20,27,29,31,37,1,power_raw
2021-07-19,110000057,1,7,9,11,12,15,6,power_raw
2021-07-22,110000058,4,5,10,19,29,31,1,power_raw
2021-07-26,110000059,12,19,20,26,27,34,8,power_raw
2021-07-29,110000060,10,14,22,23,32,35,3,power_raw
2021-08-02,110000061,10,11,23,25,30,37,5,power_raw
2021-08-05,110000062,1,3,4,7,26,28,8,power_raw
2021-08-09,110000063,6,10,23,29,35,38,1,power_raw
2021-08-12,110000064,10,22,28,32,34,36,1,power_raw
2021-08-16,110000065,2,14,16,24,27,29,7,power_raw
2021-08-19,110000066,3,10,13,29,37,38,2,power_raw
2021-08-23,110000067,8,9,19,23,24,35,1,power_raw
2021-08-26,110000068,18,22,25,27,31,35,1,power_raw
2021-08-30,110000069,3,6,11,14,17,30,8,power_raw
2021-09-02,110000070,9,12,13,19,27,38,6,power_raw
2021-09-06,110000071,2,6,12,15,26,28,8,power_raw
2021-09-09,110000072,1,2,5,26,29,33,4,power_raw
2021-09-13,110000073,2,3,14,33,37,38,2,power_raw
2021-09-16,110000074,8,14,16,22,29,38,3,power_raw
2021-09-20,110000075,4,13,20,24,26,31,2,power_raw
2021-09-23,110000076,2,20,21,35,36,37,3,power_raw
2021-09-27,110000077,1,14,16,20,28,33,1,power_raw
2021-09-30,110000078,2,10,16,21,27,28,7,power_raw
2021-10-04,110000079,3,5,8,10,14,34,6,power_raw
2021-10-07,110000080,5,7,12,13,15,31,2,power_raw
2021-10-11,110000081,5,12,15,24,33,38,2,power_raw
2021-10-14,110000082,1,16,20,22,31,33,8,power_raw
2021-10-18,110000083,1,2,5,13,24,33,3,power_raw
2021-10-21,110000084,11,12,14,22,33,35,2,power_raw
2021-10-25,110000085,6,10,13,16,29,33,3,power_raw
2021-10-28,110000086,3,10,14,18,27,32,7,power_raw
2021-11-01,110000087,10,16,19,22,32,37,6,power_raw
2021-11-04,110000088,5,9,11,35,37,38,4,power_raw
2021-11-08,110000089,6,8,18,22,30,33,4,power_raw
2021-11-11,110000090,1,2,8,12,33,37,2,power_raw
2021-11-15,110000091,6,9,19,21,29,32,8,power_raw
2021-11-18,110000092,13,21,27,30,33,38,6,power_raw
2021-11-22,110000093,9,13,17,18,19,21,4,power_raw
2021-11-25,110000094,3,6,13,15,18,19,4,power_raw
2021-11-29,110000095,20,21,22,25,30,35,4,power_raw
2021-12-02,110000096,4,8,16,17,25,35,8,power_raw
2021-12-06,110000097,1,2,15,22,23,36,3,power_raw
2021-12-09,110000098,3,5,9,19,26,36,1,power_raw
2021-12-13,110000099,3,10,14,18,28,38,8,power_raw
2021-12-16,110000100,2,3,10,12,15,21,6,power_raw
2021-12-20,110000101,4,6,29,32,34,36,2,power_raw
2021-12-23,110000102,6,8,14,22,26,34,3,power_raw
2021-12-27,110000103,3,15,24,25,33,34,6,power_raw
2021-12-30,110000104,7,18,19,25,28,38,4,power_raw
2022-01-03,111000001,8,14,18,27,30,35,1,power_raw
2022-01-06,111000002,3,5,8,12,30,31,2,power_raw
2022-01-10,111000003,1,6,14,15,28,34,6,power_raw
2022-01-13,111000004,1,8,17,18,26,31,7,power_raw
2022-01-17,111000005,13,15,21,22,23,28,4,power_raw
2022-01-20,111000006,2,5,9,23,29,38,2,power_raw
2022-01-24,111000007,6,11,14,28,31,37,7,power_raw
2022-01-27,111000008,12,16,19,24,25,38,8,power_raw
2022-01-31,111000009,3,7,18,21,23,37,6,power_raw
2022-02-03,111000010,11,13,19,22,27,28,3,power_raw
2022-02-07,111000011,9,13,21,27,35,38,2,power_raw
2022-02-10,111000012,6,10,22,23,30,34,1,power_raw
2022-02-14,111000013,4,8,19,29,30,36,4,power_raw
2022-02-17,111000014,8,19,21,27,28,37,2,power_raw
2022-02-21,111000015,5,13,16,28,36,37,1,power_raw
2022-02-24,111000016,1,4,18,24,25,32,5,power_raw
2022-02-28,111000017,7,14,27,28,30,32,6,power_raw
2022-03-03,111000018,16,18,21,22,23,30,4,power_raw
2022-03-07,111000019,3,12,19,26,28,31,2,power_raw
2022-03-10,111000020,5,21,25,27,30,35,4,power_raw
2022-03-14,111000021,4,8,12,14,15,17,3,power_raw
2022-03-17,111000022,6,8,12,21,29,32,3,power_raw
2022-03-21,111000023,1,10,11,20,23,24,4,power_raw
2022-03-24,111000024,8,12,15,20,29,34,4,power_raw
2022-03-28,111000025,3,4,12,21,25,30,7,power_raw
2022-03-31,111000026,8,11,29,31,36,38,7,power_raw
2022-04-04,111000027,10,13,19,25,26,38,2,power_raw
2022-04-07,111000028,1,15,21,31,37,38,5,power_raw
2022-04-11,111000029,1,4,5,26,35,38,4,power_raw
2022-04-14,111000030,9,12,27,28,31,33,2,power_raw
2022-04-18,111000031,1,5,8,9,22,38,3,power_raw
2022-04-21,111000032,1,18,28,31,33,35,3,power_raw
2022-04-25,111000033,2,3,25,26,36,38,1,power_raw
2022-04-28,111000034,3,12,22,23,29,36,6,power_raw
2022-05-02,111000035,3,12,20,25,28,35,2,power_raw
2022-05-05,111000036,6,10,19,23,34,38,3,power_raw
2022-05-09,111000037,3,12,16,17,21,34,6,power_raw
2022-05-12,111000038,1,2,13,21,26,34,6,power_raw
2022-05-16,111000039,3,5,15,17,29,31,6,power_raw
2022-05-19,111000040,17,19,20,26,27,38,5,power_raw
2022-05-23,111000041,14,15,17,24,27,31,2,power_raw
2022-05-26,111000042,9,13,17,25,32,35,1,power_raw
2022-05-30,111000043,1,2,8,27,32,33,5,power_raw
2022-06-02,111000044,2,14,16,34,36,37,8,power_raw
2022-06-06,111000045,4,12,13,27,29,32,7,power_raw
2022-06-09,111000046,3,6,11,12,22,28,5,power_raw
2022-06-13,111000047,12,17,24,31,35,36,3,power_raw
2022-06-16,111000048,7,16,17,22,25,32,7,power_raw
2022-06-20,111000049,3,4,11,17,19,26,5,power_raw
2022-06-23,111000050,1,2,17,32,33,35,4,power_raw
2022-06-27,111000051,4,8,21,29,30,32,6,power_raw
2022-06-30,111000052,1,7,12,17,19,31,7,power_raw
2022-07-04,111000053,2,5,8,10,20,25,7,power_raw
2022-07-07,111000054,1,3,7,20,28,37,1,power_raw
2022-07-11,111000055,5,11,17,19,23,37,7,power_raw
2022-07-14,111000056,1,6,7,8,10,30,7,power_raw
2022-07-18,111000057,7,10,15,17,30,33,8,power_raw
2022-07-21,111000058,6,11,15,23,27,37,6,power_raw
2022-07-25,111000059,8,9,14,17,25,29,1,power_raw
2022-07-28,111000060,13,15,17,20,31,35,5,power_raw
2022-08-01,111000061,5,7,10,21,25,31,2,power_raw
2022-08-04,111000062,11,20,24,29,33,35,6,power_raw
2022-08-08,111000063,2,8,12,17,32,36,3,power_raw
2022-08-11,111000064,5,14,16,33,35,38,4,power_raw
2022-08-15,111000065,7,10,12,16,18,28,1,power_raw
2022-08-18,111000066,4,5,16,28,29,35,4,power_raw
2022-08-22,111000067,2,4,9,19,22,30,2,power_raw
2022-08-25,111000068,8,11,13,27,28,38,5,power_raw
2022-08-29,111000069,4,10,12,21,27,29,4,power_raw
2022-09-01,111000070,3,9,16,21,23,24,3,power_raw
2022-09-05,111000071,7,17,21,25,31,38,3,power_raw
2022-09-08,111000072,2,6,18,21,30,38,4,power_raw
2022-09-12,111000073,2,4,14,16,23,29,4,power_raw
2022-09-15,111000074,2,9,28,29,31,36,1,power_raw
2022-09-19,111000075,7,13,25,27,31,38,3,power_raw
2022-09-22,111000076,16,19,26,30,31,36,2,power_raw
2022-09-26,111000077,3,10,14,16,17,20,5,power_raw
2022-09-29,111000078,1,10,17,22,27,35,1,power_raw
2022-10-03,111000079,1,7,17,18,23,28,5,power_raw
2022-10-06,111000080,10,15,21,23,26,36,4,power_raw
2022-10-10,111000081,6,13,21,24,27,33,1,power_raw
2022-10-13,111000082,1,9,17,19,21,24,5,power_raw
2022-10-17,111000083,1,13,18,27,32,33,6,power_raw
2022-10-20,111000084,2,6,9,10,24,33,2,power_raw
2022-10-24,111000085,7,9,15,27,29,30,4,power_raw
2022-10-27,111000086,12,16,20,22,29,36,5,power_raw
2022-10-31,111000087,2,10,20,25,29,36,6,power_raw
2022-11-03,111000088,1,6,11,16,29,35,1,power_raw
2022-11-07,111000089,7,9,10,17,18,22,8,power_raw
2022-11-10,111000090,9,12,19,31,32,35,8,power_raw
2022-11-14,111000091,10,15,17,21,29,30,5,power_raw
2022-11-17,111000092,3,12,20,28,32,34,8,power_raw
2022-11-21,111000093,15,19,23,25,26,35,2,power_raw
2022-11-24,111000094,8,10,11,23,32,37,6,power_raw
2022-11-28,111000095,4,7,9,13,19,36,7,power_raw
2022-12-01,111000096,5,6,12,15,17,20,8,power_raw
2022-12-05,111000097,14,16,22,26,30,35,2,power_raw
2022-12-08,111000098,8,12,14,15,21,25,4,power_raw
2022-12-12,111000099,6,12,20,24,25,26,4,power_raw
2022-12-15,111000100,7,16,21,23,29,34,3,power_raw
2022-12-19,111000101,1,3,7,11,13,20,5,power_raw
2022-12-22,111000102,13,19,23,33,36,37,4,power_raw
2022-12-26,111000103,4,9,14,21,29,31,6,power_raw
2022-12-29,111000104,2,19,21,28,29,35,4,power_raw
2023-01-02,112000001,3,4,5,27,28,35,8,power_raw
2023-01-05,112000002,4,11,15,18,25,36,5,power_raw
2023-01-09,112000003,9,10,17,24,31,37,3,power_raw
2023-01-12,112000004,4,8,20,22,34,36,3,power_raw
2023-01-16,112000005,3,11,13,17,23,38,8,power_raw
2023-01-19,112000006,3,10,14,15,25,33,8,power_raw
2023-01-23,112000007,7,15,17,23,33,38,1,power_raw
2023-01-26,112000008,3,11,22,23,28,36,7,power_raw
2023-01-30,112000009,10,11,23,27,28,34,3,power_raw
2023-02-02,112000010,9,14,15,20,35,38,5,power_raw
2023-02-06,112000011,4,6,9,11,23,26,5,power_raw
2023-02-09,112000012,1,2,24,27,33,37,2,power_raw
2023-02-13,112000013,8,10,15,18,23,28,5,power_raw
2023-02-16,112000014,5,6,18,25,32,38,1,power_raw
2023-02-20,112000015,2,8,16,22,24,27,8,power_raw
2023-02-23,112000016,10,19,26,30,33,34,4,power_raw
2023-02-27,112000017,1,3,6,10,17,20,8,power_raw
2023-03-02,112000018,3,12,18,26,27,34,4,power_raw
2023-03-06,112000019,2,13,17,20,25,28,6,power_raw
2023-03-09,112000020,17,25,29,35,37,38,7,power_raw
2023-03-13,112000021,10,11,16,21,30,34,3,power_raw
2023-03-16,112000022,3,6,16,21,22,23,1,power_raw
2023-03-20,112000023,6,9,20,29,36,38,3,power_raw
2023-03-23,112000024,2,10,11,12,33,36,6,power_raw
2023-03-27,112000025,9,12,18,22,28,30,5,power_raw
2023-03-30,112000026,1,12,17,26,33,38,5,power_raw
2023-04-03,112000027,17,19,22,26,34,35,5,power_raw
2023-04-06,112000028,5,8,15,21,24,26,5,power_raw
2023-04-10,112000029,4,6,19,23,29,34,7,power_raw
2023-04-13,112000030,4,12,24,26,28,34,7,power_raw
2023-04-17,112000031,9,15,25,29,30,36,8,power_raw
2023-04-20,112000032,3,15,19,32,37,38,3,power_raw
2023-04-24,112000033,2,13,14,17,20,28,7,power_raw
2023-04-27,112000034,7,15,25,33,36,38,7,power_raw
2023-05-01,112000035,1,7,14,25,29,32,3,power_raw
2023-05-04,112000036,2,5,15,22,33,36,5,power_raw
2023-05-08,112000037,3,5,16,17,26,29,2,power_raw
2023-05-11,112000038,7,11,13,23,25,34,3,power_raw
2023-05-15,112000039,2,3,4,7,20,29,1,power_raw
2023-05-18,112000040,7,12,14,24,26,31,4,power_raw
2023-05-22,112000041,15,18,19,30,31,38,2,power_raw
2023-05-25,112000042,6,9,12,19,20,38,2,power_raw
2023-05-29,112000043,1,2,9,18,24,25,3,power_raw
2023-06-01,112000044,10,18,25,29,36,37,2,power_raw
2023-06-05,112000045,4,11,28,32,34,35,1,power_raw
2023-06-08,112000046,3,8,12,18,35,38,3,power_raw
2023-06-12,112000047,1,2,16,18,35,38,1,power_raw
2023-06-15,112000048,2,24,25,26,34,36,8,power_raw
2023-06-19,112000049,4,8,12,20,27,36,1,power_raw
2023-06-22,112000050,1,4,7,17,24,28,8,power_raw
2023-06-26,112000051,1,15,16,17,24,35,6,power_raw
2023-06-29,112000052,1,8,26,27,29,36,2,power_raw
2023-07-03,112000053,5,7,10,21,25,29,4,power_raw
2023-07-06,112000054,7,21,25,26,30,36,4,power_raw
2023-07-10,112000055,14,17,18,21,32,35,2,power_raw
2023-07-13,112000056,1,18,19,20,23,29,6,power_raw
2023-07-17,112000057,3,16,19,24,25,37,8,power_raw
2023-07-20,112000058,5,10,17,27,34,35,5,power_raw
2023-07-24,112000059,5,8,17,30,32,38,4,power_raw
2023-07-27,112000060,6,7,16,25,32,33,2,power_raw
2023-07-31,112000061,23,24,26,33,35,37,1,power_raw
2023-08-03,112000062,17,18,21,25,27,33,4,power_raw
2023-08-07,112000063,3,27,29,31,33,37,2,power_raw
2023-08-10,112000064,3,11,21,29,30,38,3,power_raw
2023-08-14,112000065,2,3,4,10,17,26,2,power_raw
2023-08-17,112000066,4,18,21,23,28,37,6,power_raw
2023-08-21,112000067,1,12,14,19,33,34,4,power_raw
2023-08-24,112000068,3,10,17,21,23,38,3,power_raw
2023-08-28,112000069,3,6,8,15,24,38,5,power_raw
2023-08-31,112000070,4,22,23,27,30,34,7,power_raw
2023-09-04,112000071,1,3,12,24,27,30,8,power_raw
2023-09-07,112000072,11,15,18,20,22,33,7,power_raw
2023-09-11,112000073,11,12,20,27,28,31,1,power_raw
2023-09-14,112000074,2,14,24,26,28,29,7,power_raw
2023-09-18,112000075,1,4,11,14,21,22,1,power_raw
2023-09-21,112000076,3,7,12,13,28,34,5,power_raw
2023-09-25,112000077,20,25,26,30,32,35,3,power_raw
2023-09-28,112000078,9,16,17,25,29,33,7,power_raw
2023-10-02,112000079,3,7,13,25,28,32,3,power_raw
2023-10-05,112000080,4,15,20,25,29,30,2,power_raw
2023-10-09,112000081,6,7,8,17,20,22,8,power_raw
2023-10-12,112000082,8,14,20,23,27,35,8,power_raw
2023-10-16,112000083,5,7,20,25,31,32,8,power_raw
2023-10-19,112000084,4,7,19,22,26,28,1,power_raw
2023-10-23,112000085,6,10,11,30,32,35,8,power_raw
2023-10-26,112000086,27,28,30,31,36,38,8,power_raw
2023-10-30,112000087,3,7,10,11,30,33,6,power_raw
2023-11-02,112000088,9,15,20,28,36,37,7,power_raw
2023-11-06,112000089,11,15,22,30,33,38,5,power_raw
2023-11-09,112000090,3,5,8,23,24,26,5,power_raw
2023-11-13,112000091,1,12,16,23,25,28,7,power_raw
2023-11-16,112000092,1,4,7,28,35,37,2,power_raw
2023-11-20,112000093,7,11,13,15,30,38,7,power_raw
2023-11-23,112000094,6,8,13,22,25,37,7,power_raw
2023-11-27,112000095,2,11,23,24,25,29,1,power_raw
2023-11-30,112000096,2,13,21,28,33,35,2,power_raw
2023-12-04,112000097,2,9,14,20,22,31,5,power_raw
2023-12-07,112000098,4,9,16,17,18,33,1,power_raw
2023-12-11,112000099,9,19,21,23,26,32,5,power_raw
2023-12-14,112000100,4,16,17,19,32,35,5,power_raw
2023-12-18,112000101,5,18,20,24,31,36,2,power_raw
2023-12-21,112000102,3,10,13,34,37,38,4,power_raw
2023-12-25,112000103,5,7,16,19,20,32,2,power_raw
2023-12-28,112000104,7,8,18,20,23,31,8,power_raw
2024-01-01,113000001,11,16,17,18,28,35,4,power_raw
2024-01-04,113000002,2,3,6,12,24,28,5,power_raw
2024-01-08,113000003,1,3,16,20,29,33,1,power_raw
2024-01-11,113000004,4,10,16,17,22,34,5,power_raw
2024-01-15,113000005,10,15,21,27,29,35,8,power_raw
2024-01-18,113000006,2,4,6,14,31,34,3,power_raw
2024-01-22,113000007,9,12,14,17,27,31,6,power_raw
2024-01-25,113000008,3,10,11,17,26,29,1,power_raw
2024-01-29,113000009,6,15,22,25,32,36,3,power_raw
2024-02-01,113000010,4,13,21,23,25,29,7,power_raw
2024-02-05,113000011,1,16,18,21,30,38,6,power_raw
2024-02-08,113000012,10,15,20,24,25,34,2,power_raw
2024-02-12,113000013,2,18,21,28,30,35,8,power_raw
2024-02-15,113000014,2,7,17,22,32,33,4,power_raw
2024-02-19,113000015,5,6,18,26,33,38,5,power_raw
2024-02-22,113000016,4,13,14,17,24,25,4,power_raw
2024-02-26,113000017,4,7,11,12,35,37,8,power_raw
2024-02-29,113000018,1,2,11,17,24,29,4,power_raw
2024-03-04,113000019,3,5,10,24,37,38,7,power_raw
2024-03-07,113000020,3,11,13,17,20,27,2,power_raw
2024-03-11,113000021,5,11,14,26,30,33,3,power_raw
2024-03-14,113000022,2,11,12,15,21,30,6,power_raw
2024-03-18,113000023,2,10,11,19,23,35,1,power_raw
2024-03-21,113000024,1,8,16,17,26,38,7,power_raw
2024-03-25,113000025,2,15,16,23,24,38,5,power_raw
2024-03-28,113000026,2,9,15,19,24,31,4,power_raw
2024-04-01,113000027,3,9,27,35,36,37,2,power_raw
2024-04-04,113000028,3,14,17,22,24,33,1,power_raw
2024-04-08,113000029,5,6,8,11,18,23,5,power_raw
2024-04-11,113000030,11,12,14,25,30,36,3,power_raw
2024-04-15,113000031,6,7,8,14,27,36,7,power_raw
2024-04-18,113000032,2,16,18,21,34,37,5,power_raw
2024-04-22,113000033,2,14,19,22,31,35,1,power_raw
2024-04-25,113000034,3,20,31,34,36,37,7,power_raw
2024-04-29,113000035,8,19,25,30,31,35,7,power_raw
2024-05-02,113000036,13,17,24,26,33,35,6,power_raw
2024-05-06,113000037,4,13,25,30,31,34,7,power_raw
2024-05-09,113000038,10,14,22,29,35,37,7,power_raw
2024-05-13,113000039,15,20,23,26,33,35,7,power_raw
2024-05-16,113000040,1,2,10,13,18,30,1,power_raw
2024-05-20,113000041,1,5,7,19,32,33,3,power_raw
2024-05-23,113000042,4,8,14,21,25,37,3,power_raw
2024-05-27,113000043,1,4,20,26,29,33,4,power_raw
2024-05-30,113000044,6,7,16,21,27,31,6,power_raw
2024-06-03,113000045,3,4,11,22,35,36,3,power_raw
2024-06-06,113000046,5,13,17,25,33,38,1,power_raw
2024-06-10,113000047,5,11,15,26,28,29,7,power_raw
2024-06-13,113000048,2,5,15,18,32,35,3,power_raw
2024-06-17,113000049,5,22,28,29,30,31,8,power_raw
2024-06-20,113000050,10,11,24,27,30,36,7,power_raw
2024-06-24,113000051,7,13,16,22,25,26,8,power_raw
2024-06-27,113000052,2,11,14,15,17,29,1,power_raw
2024-07-01,113000053,2,3,12,17,30,33,5,power_raw
2024-07-04,113000054,21,23,24,25,30,38,1,power_raw
2024-07-08,113000055,10,11,13,30,32,37,5,power_raw
2024-07-11,113000056,9,10,12,15,29,36,4,power_raw
2024-07-15,113000057,1,4,11,19,25,33,2,power_raw
2024-07-18,113000058,8,12,19,23,28,31,5,power_raw
2024-07-22,113000059,11,14,17,31,32,38,8,power_raw
2024-07-25,113000060,4,11,23,27,32,38,7,power_raw
2024-07-29,113000061,3,6,11,27,28,30,1,power_raw
2024-08-01,113000062,3,13,25,26,31,34,5,power_raw
2024-08-05,113000063,2,7,14,15,29,35,3,power_raw
2024-08-08,113000064,2,3,21,29,34,37,8,power_raw
