draw_date,draw_no,n1,n2,n3,n4,n5,source
2012-02-08,101000033.0,3,8,26,32,39,pilio
2012-02-09,101000034.0,7,14,16,17,38,pilio
2012-02-10,101000035.0,7,8,15,17,37,pilio
2012-02-11,101000036.0,1,4,9,15,29,pilio
2012-02-13,101000037.0,2,6,7,20,26,pilio
2012-02-14,101000038.0,3,4,20,21,22,pilio
2012-02-15,101000039.0,2,8,12,16,33,pilio
2012-02-16,101000040.0,6,7,13,15,21,pilio
2012-02-17,101000041.0,13,17,32,36,39,pilio
2012-02-18,101000042.0,9,16,21,37,39,pilio
2012-02-20,101000043.0,7,25,27,28,35,pilio
2012-02-21,101000044.0,8,10,22,26,27,pilio
2012-02-22,101000045.0,3,23,25,30,32,pilio
2012-02-23,101000046.0,5,12,16,33,35,pilio
2012-02-24,101000047.0,9,24,34,37,38,pilio
2012-02-25,101000048.0,22,26,31,35,37,pilio
2012-02-27,101000049.0,2,12,18,26,37,pilio
2012-02-28,101000050.0,15,20,26,35,38,pilio
2012-02-29,101000051.0,6,14,29,30,35,pilio
2012-03-01,101000052.0,5,9,10,13,15,pilio
2012-03-02,101000053.0,3,10,20,27,38,pilio
2012-03-03,101000054.0,1,13,23,25,36,pilio
2012-03-05,101000055.0,8,11,15,27,36,pilio
2012-03-06,101000056.0,13,18,20,22,23,pilio
2012-03-07,101000057.0,3,4,15,19,20,pilio
2012-03-08,101000058.0,3,4,9,21,34,pilio
2012-03-09,101000059.0,16,22,27,30,36,pilio
2012-03-10,101000060.0,10,29,32,34,36,pilio
2012-03-12,101000061.0,4,24,29,32,35,pilio
2012-03-13,101000062.0,15,16,27,29,38,pilio
2012-03-14,101000063.0,6,7,8,10,12,pilio
2012-03-15,101000064.0,15,24,25,29,30,pilio
2012-03-16,101000065.0,10,20,23,30,36,pilio
2012-03-17,101000066.0,12,15,18,23,36,pilio
2012-03-19,101000067.0,5,10,26,29,35,pilio
2012-03-20,101000068.0,6,10,13,17,25,pilio
2012-03-21,101000069.0,22,26,27,32,35,pilio
2012-03-22,101000070.0,9,12,13,19,24,pilio
2012-03-23,101000071.0,2,3,8,19,30,pilio
2012-03-24,101000072.0,8,27,31,32,39,pilio
2012-03-26,101000073.0,12,15,24,32,37,pilio
2012-03-27,101000074.0,14,15,17,30,32,pilio
2012-03-28,101000075.0,12,20,22,31,36,pilio
2012-03-29,101000076.0,1,13,18,23,39,pilio
2012-03-30,101000077.0,1,2,3,9,38,pilio
2012-03-31,101000078.0,8,9,15,21,36,pilio
2012-04-02,101000079.0,3,5,13,27,32,pilio
2012-04-03,101000080.0,18,19,21,27,30,pilio
2012-04-04,101000081.0,11,24,28,37,39,pilio
2012-04-05,101000082.0,1,8,9,15,32,pilio
2012-04-06,101000083.0,17,21,22,29,36,pilio
2012-04-07,101000084.0,4,18,24,29,32,pilio
2012-04-09,101000085.0,2,9,13,15,25,pilio
2012-04-10,101000086.0,5,17,19,27,33,pilio
2012-04-11,101000087.0,4,16,19,22,32,pilio
2012-04-12,101000088.0,4,6,13,36,37,pilio
2012-04-13,101000089.0,1,15,29,37,38,pilio
2012-04-14,101000090.0,3,17,27,28,36,pilio
2012-04-16,101000091.0,3,11,13,19,21,pilio
2012-04-17,101000092.0,3,9,10,28,33,pilio
2012-04-18,101000093.0,24,29,30,33,38,pilio
2012-04-19,101000094.0,4,14,19,25,30,pilio
2012-04-20,101000095.0,2,11,18,31,33,pilio
2012-04-21,101000096.0,2,4,5,13,32,pilio
2012-04-23,101000097.0,3,20,25,34,36,pilio
2012-04-24,101000098.0,6,11,22,24,30,pilio
2012-04-25,101000099.0,13,14,21,31,33,pilio
2012-04-26,101000100.0,1,2,8,11,14,pilio
2012-04-27,101000101.0,8,15,17,26,32,pilio
2012-04-28,101000102.0,4,17,21,29,35,pilio
2012-04-30,101000103.0,4,8,9,13,32,pilio
2012-05-01,101000104.0,2,4,13,17,29,pilio
2012-05-02,101000105.0,3,7,22,24,39,pilio
2012-05-03,101000106.0,5,14,25,28,36,pilio
2012-05-04,101000107.0,4,8,19,31,38,pilio
2012-05-05,101000108.0,8,13,20,27,37,pilio
2012-05-07,101000109.0,17,20,22,24,37,pilio
2012-05-08,101000110.0,7,16,22,28,31,pilio
2012-05-09,101000111.0,14,17,23,25,33,pilio
2012-05-10,101000112.0,3,5,6,17,30,pilio
2012-05-11,101000113.0,6,18,20,25,38,pilio
2012-05-12,101000114.0,4,16,21,34,38,pilio
2012-05-14,101000115.0,15,21,24,32,34,pilio
2012-05-15,101000116.0,8,14,27,29,34,pilio
2012-05-16,101000117.0,3,8,16,20,35,pilio
2012-05-17,101000118.0,13,14,21,38,39,pilio
2012-05-18,101000119.0,4,11,12,34,38,pilio
2012-05-19,101000120.0,12,14,18,28,31,pilio
2012-05-21,101000121.0,6,13,19,22,23,pilio
2012-05-22,101000122.0,7,9,18,19,37,pilio
2012-05-23,101000123.0,6,7,10,37,39,pilio
2012-05-24,101000124.0,9,23,24,36,39,pilio
2012-05-25,101000125.0,6,10,16,25,32,pilio
2012-05-26,101000126.0,14,20,25,29,38,pilio
2012-05-28,101000127.0,1,4,5,10,32,pilio
2012-05-29,101000128.0,5,7,14,25,33,pilio
2012-05-30,101000129.0,5,7,10,20,39,pilio
2012-05-31,101000130.0,14,18,23,31,39,pilio
2012-06-01,101000131.0,1,11,28,36,38,pilio
2012-06-02,101000132.0,1,6,14,16,18,pilio
2012-06-04,101000133.0,9,13,17,19,34,pilio
2012-06-05,101000134.0,13,18,21,23,35,pilio
2012-06-06,101000135.0,1,11,13,25,29,pilio
2012-06-07,101000136.0,3,33,34,37,39,pilio
2012-06-08,101000137.0,2,3,10,21,27,pilio
2012-06-09,101000138.0,2,15,19,23,24,pilio
2012-06-11,101000139.0,8,30,34,37,38,pilio
2012-06-12,101000140.0,5,13,24,31,35,pilio
2012-06-13,101000141.0,1,5,9,17,25,pilio
2012-06-14,101000142.0,4,17,28,31,33,pilio
2012-06-15,101000143.0,3,4,10,31,38,pilio
2012-06-16,101000144.0,7,9,23,32,38,pilio
2012-06-18,101000145.0,9,12,14,18,26,pilio
2012-06-19,101000146.0,5,8,27,29,30,pilio
2012-06-20,101000147.0,5,7,16,23,37,pilio
2012-06-21,101000148.0,5,6,10,36,38,pilio
2012-06-22,101000149.0,4,8,11,12,16,pilio
2012-06-23,101000150.0,1,7,16,25,32,pilio
2012-06-25,101000151.0,4,21,28,33,37,pilio
2012-06-26,101000152.0,9,10,27,35,39,pilio
2012-06-27,101000153.0,1,2,6,21,37,pilio
2012-06-28,101000154.0,4,10,25,26,27,pilio
2012-06-29,101000155.0,3,16,20,25,37,pilio
2012-06-30,101000156.0,3,5,7,27,38,pilio
2012-07-02,101000157.0,2,6,10,13,27,pilio
2012-07-03,101000158.0,8,9,16,26,30,pilio
2012-07-04,101000159.0,5,19,24,28,35,pilio
2012-07-05,101000160.0,4,21,26,36,39,pilio
2012-07-06,101000161.0,5,24,25,29,36,pilio
2012-07-07,101000162.0,1,17,30,34,35,pilio
2012-07-09,101000163.0,3,4,13,15,26,pilio
2012-07-10,101000164.0,8,10,12,17,34,pilio
2012-07-11,101000165.0,6,15,18,34,37,pilio
2012-07-12,101000166.0,3,5,12,21,33,pilio
2012-07-13,101000167.0,13,15,17,19,21,pilio
2012-07-14,101000168.0,5,11,23,32,38,pilio
2012-07-16,101000169.0,7,31,33,36,37,pilio
2012-07-17,101000170.0,1,11,13,22,37,pilio
2012-07-18,101000171.0,4,8,26,28,35,pilio
2012-07-19,101000172.0,6,9,14,18,35,pilio
2012-07-20,101000173.0,11,22,27,29,31,pilio
2012-07-21,101000174.0,5,10,12,30,33,pilio
2012-07-23,101000175.0,1,6,16,22,38,pilio
2012-07-24,101000176.0,5,7,11,13,29,pilio
2012-07-25,101000177.0,22,24,27,34,37,pilio
2012-07-26,101000178.0,7,9,14,19,23,pilio
2012-07-27,101000179.0,9,14,24,36,37,pilio
2012-07-28,101000180.0,15,30,31,32,38,pilio
2012-07-30,101000181.0,4,17,23,25,37,pilio
2012-07-31,101000182.0,1,13,16,36,37,pilio
2012-08-01,101000183.0,8,10,29,33,36,pilio
2012-08-02,101000184.0,1,19,34,35,37,pilio
2012-08-03,101000185.0,2,18,21,22,28,pilio
2012-08-04,101000186.0,1,5,10,13,22,pilio
2012-08-06,101000187.0,7,18,29,30,33,pilio
2012-08-07,101000188.0,5,9,11,29,32,pilio
2012-08-08,101000189.0,11,12,18,33,39,pilio
2012-08-09,101000190.0,2,14,32,34,38,pilio
2012-08-10,101000191.0,1,5,18,23,28,pilio
2012-08-11,101000192.0,15,25,27,28,34,pilio
2012-08-13,101000193.0,4,17,28,32,39,pilio
2012-08-14,101000194.0,15,18,19,29,37,pilio
2012-08-15,101000195.0,4,7,15,19,25,pilio
2012-08-16,101000196.0,4,18,21,24,32,pilio
2012-08-17,101000197.0,19,20,24,33,38,pilio
2012-08-18,101000198.0,4,17,19,20,26,pilio
2012-08-20,101000199.0,15,26,32,37,39,pilio
2012-08-21,101000200.0,5,18,22,24,29,pilio
2012-08-22,101000201.0,1,7,12,25,26,pilio
2012-08-23,101000202.0,6,19,21,34,36,pilio
2012-08-24,101000203.0,13,19,23,31,39,pilio
2012-08-25,101000204.0,11,20,21,29,32,pilio
2012-08-27,101000205.0,2,6,14,15,17,pilio
2012-08-28,101000206.0,11,14,18,22,29,pilio
2012-08-29,101000207.0,2,8,16,37,39,pilio
2012-08-30,101000208.0,14,18,32,37,38,pilio
2012-08-31,101000209.0,11,23,29,34,37,pilio
2012-09-01,101000210.0,16,17,30,32,33,pilio
2012-09-03,101000211.0,2,23,27,31,39,pilio
2012-09-04,101000212.0,5,18,21,24,25,pilio
2012-09-05,101000213.0,5,7,12,18,31,pilio
2012-09-06,101000214.0,2,3,21,36,37,pilio
2012-09-07,101000215.0,2,3,4,6,25,pilio
2012-09-08,101000216.0,7,10,21,25,33,pilio
2012-09-10,101000217.0,7,17,26,33,37,pilio
2012-09-11,101000218.0,15,17,29,31,37,pilio
2012-09-12,101000219.0,1,7,11,19,25,pilio
2012-09-13,101000220.0,4,7,20,23,35,pilio
2012-09-14,101000221.0,1,13,16,30,39,pilio
2012-09-15,101000222.0,4,16,21,31,37,pilio
2012-09-17,101000223.0,8,22,28,35,39,pilio
2012-09-18,101000224.0,1,4,6,12,26,pilio
2012-09-19,101000225.0,2,4,9,10,32,pilio
2012-09-20,101000226.0,8,13,18,30,35,pilio
2012-09-21,101000227.0,13,15,23,25,36,pilio
2012-09-22,101000228.0,1,16,22,24,28,pilio
2012-09-24,101000229.0,1,14,15,30,37,pilio
2012-09-25,101000230.0,14,16,19,22,29,pilio
2012-09-26,101000231.0,2,19,23,32,36,pilio
2012-09-27,101000232.0,5,21,26,31,32,pilio
2012-09-28,101000233.0,21,25,33,35,37,pilio
2012-09-29,101000234.0,7,18,20,29,32,pilio
2012-10-01,101000235.0,17,27,32,33,38,pilio
2012-10-02,101000236.0,2,3,14,28,32,pilio
2012-10-03,101000237.0,2,3,12,14,24,pilio
2012-10-04,101000238.0,8,16,24,30,32,pilio
2012-10-05,101000239.0,5,8,13,27,34,pilio
2012-10-06,101000240.0,17,19,20,23,37,pilio
2012-10-08,101000241.0,6,11,13,23,34,pilio
2012-10-09,101000242.0,10,11,23,26,37,pilio
2012-10-10,101000243.0,13,17,19,27,36,pilio
2012-10-11,101000244.0,17,27,32,36,38,pilio
2012-10-12,101000245.0,12,19,23,25,31,pilio
2012-10-13,101000246.0,1,5,14,17,22,pilio
2012-10-15,101000247.0,4,14,15,19,23,pilio
2012-10-16,101000248.0,2,15,20,32,39,pilio
2012-10-17,101000249.0,9,14,20,22,35,pilio
2012-10-18,101000250.0,2,17,28,31,36,pilio
2012-10-19,101000251.0,2,8,25,27,32,pilio
2012-10-20,101000252.0,16,21,23,35,36,pilio
2012-10-22,101000253.0,17,25,26,27,35,pilio
2012-10-23,101000254.0,7,9,15,21,30,pilio
2012-10-24,101000255.0,5,12,18,27,32,pilio
2012-10-25,101000256.0,1,3,10,14,38,pilio
2012-10-26,101000257.0,1,6,14,15,34,pilio
2012-10-27,101000258.0,14,18,19,23,32,pilio
2012-10-29,101000259.0,10,15,18,20,22,pilio
2012-10-30,101000260.0,13,20,30,32,35,pilio
2012-10-31,101000261.0,11,26,28,34,35,pilio
2012-11-01,101000262.0,16,22,30,32,34,pilio
2012-11-02,101000263.0,4,15,17,30,31,pilio
2012-11-03,101000264.0,4,6,11,16,22,pilio
2012-11-05,101000265.0,5,7,23,29,39,pilio
2012-11-06,101000266.0,7,16,24,28,35,pilio
2012-11-07,101000267.0,4,5,14,28,32,pilio
2012-11-08,101000268.0,1,4,5,22,32,pilio
2012-11-09,101000269.0,7,8,17,31,33,pilio
2012-11-10,101000270.0,2,6,17,28,33,pilio
2012-11-12,101000271.0,1,13,17,26,38,pilio
2012-11-13,101000272.0,1,10,22,25,29,pilio
2012-11-14,101000273.0,3,14,15,23,36,pilio
2012-11-15,101000274.0,9,31,34,35,37,pilio
2012-11-16,101000275.0,4,12,21,22,31,pilio
2012-11-17,101000276.0,4,9,15,27,36,pilio
2012-11-19,101000277.0,1,3,6,22,30,pilio
2012-11-20,101000278.0,6,11,18,24,36,pilio
2012-11-21,101000279.0,12,17,25,32,39,pilio
2012-11-22,101000280.0,1,7,8,22,39,pilio
2012-11-23,101000281.0,12,16,22,28,31,pilio
2012-11-24,101000282.0,3,9,11,13,26,pilio
2012-11-26,101000283.0,5,8,17,26,35,pilio
2012-11-27,101000284.0,12,18,22,26,27,pilio
2012-11-28,101000285.0,8,9,26,36,38,pilio
2012-11-29,101000286.0,6,16,30,31,38,pilio
2012-11-30,101000287.0,6,11,27,28,37,pilio
2012-12-01,101000288.0,2,13,22,33,38,pilio
2012-12-03,101000289.0,3,26,27,34,37,pilio
2012-12-04,101000290.0,5,16,19,23,39,pilio
2012-12-05,101000291.0,1,2,5,12,19,pilio
2012-12-06,101000292.0,12,17,26,33,37,pilio
2012-12-07,101000293.0,8,13,18,30,31,pilio
2012-12-08,101000294.0,6,13,18,31,35,pilio
2012-12-10,101000295.0,20,26,34,35,37,pilio
2012-12-11,101000296.0,2,13,14,23,29,pilio
2012-12-12,101000297.0,2,16,18,24,34,pilio
2012-12-13,101000298.0,2,13,19,24,32,pilio
2012-12-14,101000299.0,1,10,15,35,36,pilio
2012-12-15,101000300.0,11,22,24,27,31,pilio
2012-12-17,101000301.0,3,4,25,31,36,pilio
2012-12-18,101000302.0,1,2,8,28,35,pilio
2012-12-19,101000303.0,13,18,22,29,37,pilio
2012-12-20,101000304.0,4,12,17,27,38,pilio
2012-12-21,101000305.0,8,18,32,34,37,pilio
2012-12-22,101000306.0,3,5,12,29,31,pilio
2012-12-24,101000307.0,9,15,20,31,35,pilio
2012-12-25,101000308.0,13,19,20,30,32,pilio
2012-12-26,101000309.0,8,22,24,27,31,pilio
2012-12-27,101000310.0,3,17,24,25,30,pilio
2012-12-28,101000311.0,17,26,28,30,38,pilio
2012-12-29,101000312.0,8,18,20,28,36,pilio
2012-12-31,101000313.0,2,5,15,16,31,pilio
2013-01-01,102000001.0,1,16,22,26,33,pilio
2013-01-02,102000002.0,1,5,16,29,35,pilio
2013-01-03,102000003.0,6,13,20,27,29,pilio
2013-01-04,102000004.0,14,16,17,25,33,pilio
2013-01-05,102000005.0,2,7,21,26,34,pilio
2013-01-07,102000006.0,11,21,31,36,39,pilio
2013-01-08,102000007.0,1,3,20,22,31,pilio
2013-01-09,102000008.0,17,18,22,31,33,pilio
2013-01-10,102000009.0,3,6,21,27,35,pilio
2013-01-11,102000010.0,18,24,31,35,39,pilio
2013-01-12,102000011.0,2,10,16,25,32,pilio
2013-01-14,102000012.0,4,5,6,10,39,pilio
2013-01-15,102000013.0,5,12,13,16,24,pilio
2013-01-16,102000014.0,1,6,16,17,29,pilio
2013-01-17,102000015.0,10,13,21,33,38,pilio
2013-01-18,102000016.0,3,19,29,34,37,pilio
2013-01-19,102000017.0,3,19,26,33,38,pilio
2013-01-21,102000018.0,8,14,17,21,29,pilio
2013-01-22,102000019.0,17,20,25,32,39,pilio
2013-01-23,102000020.0,5,10,18,24,34,pilio
2013-01-24,102000021.0,11,18,27,35,39,pilio
2013-01-25,102000022.0,15,16,25,32,37,pilio
2013-01-26,102000023.0,4,16,25,30,31,pilio
2013-01-28,102000024.0,4,6,9,22,33,pilio
2013-01-29,102000025.0,6,13,26,28,34,pilio
2013-01-30,102000026.0,6,9,28,38,39,pilio
2013-01-31,102000027.0,2,6,10,22,26,pilio
2013-02-01,102000028.0,10,14,23,31,39,pilio
2013-02-02,102000029.0,5,6,11,20,27,pilio
2013-02-04,102000030.0,2,30,33,34,37,pilio
2013-02-05,102000031.0,17,21,33,36,38,pilio
2013-02-06,102000032.0,13,14,19,21,34,pilio
2013-02-07,102000033.0,9,10,21,31,34,pilio
2013-02-08,102000034.0,7,8,9,12,36,pilio
2013-02-09,102000035.0,1,17,20,25,37,pilio
2013-02-11,102000036.0,8,9,34,38,39,pilio
2013-02-12,102000037.0,4,6,11,22,35,pilio
2013-02-13,102000038.0,1,11,27,28,33,pilio
2013-02-14,102000039.0,12,16,19,28,35,pilio
2013-02-15,102000040.0,10,18,19,34,36,pilio
2013-02-16,102000041.0,4,15,25,34,39,pilio
2013-02-18,102000042.0,7,11,15,20,25,pilio
2013-02-19,102000043.0,4,19,20,26,39,pilio
2013-02-20,102000044.0,3,4,10,20,24,pilio
2013-02-21,102000045.0,6,15,16,30,39,pilio
2013-02-22,102000046.0,2,23,24,27,38,pilio
2013-02-23,102000047.0,4,21,26,30,37,pilio
2013-02-25,102000048.0,4,5,7,8,27,pilio
2013-02-26,102000049.0,18,26,29,36,38,pilio
2013-02-27,102000050.0,1,8,16,30,37,pilio
2013-02-28,102000051.0,11,17,27,29,35,pilio
2013-03-01,102000052.0,1,3,9,17,19,pilio
2013-03-02,102000053.0,4,8,9,15,30,pilio
2013-03-04,102000054.0,15,18,23,29,32,pilio
2013-03-05,102000055.0,10,24,35,37,39,pilio
2013-03-06,102000056.0,4,19,26,36,39,pilio
2013-03-07,102000057.0,2,5,7,29,32,pilio
2013-03-08,102000058.0,14,15,26,28,39,pilio
2013-03-09,102000059.0,7,14,22,34,38,pilio
2013-03-11,102000060.0,2,6,21,27,33,pilio
2013-03-12,102000061.0,3,14,20,31,33,pilio
2013-03-13,102000062.0,1,5,32,34,39,pilio
2013-03-14,102000063.0,9,14,17,35,36,pilio
2013-03-15,102000064.0,6,9,15,28,39,pilio
2013-03-16,102000065.0,19,21,24,35,37,pilio
2013-03-18,102000066.0,2,3,23,30,36,pilio
2013-03-19,102000067.0,3,8,18,19,29,pilio
2013-03-20,102000068.0,2,9,21,23,37,pilio
2013-03-21,102000069.0,8,13,22,28,34,pilio
2013-03-22,102000070.0,5,13,21,31,32,pilio
2013-03-23,102000071.0,6,9,15,38,39,pilio
2013-03-25,102000072.0,10,11,17,19,38,pilio
2013-03-26,102000073.0,2,14,21,26,36,pilio
2013-03-27,102000074.0,12,19,26,27,31,pilio
2013-03-28,102000075.0,10,12,28,34,35,pilio
2013-03-29,102000076.0,11,21,30,32,39,pilio
2013-03-30,102000077.0,6,8,10,14,39,pilio
2013-04-01,102000078.0,2,3,12,25,31,pilio
2013-04-02,102000079.0,6,8,25,26,27,pilio
2013-04-03,102000080.0,11,14,16,21,33,pilio
2013-04-04,102000081.0,2,3,14,19,22,pilio
2013-04-05,102000082.0,1,3,27,31,32,pilio
2013-04-06,102000083.0,11,14,16,30,37,pilio
2013-04-08,102000084.0,2,14,17,27,31,pilio
2013-04-09,102000085.0,6,18,30,35,36,pilio
2013-04-10,102000086.0,2,5,15,18,20,pilio
2013-04-11,102000087.0,12,15,16,20,31,pilio
2013-04-12,102000088.0,1,9,11,18,34,pilio
2013-04-13,102000089.0,2,10,16,27,31,pilio
2013-04-15,102000090.0,1,12,17,25,28,pilio
2013-04-16,102000091.0,9,11,31,36,37,pilio
2013-04-17,102000092.0,3,4,18,25,37,pilio
2013-04-18,102000093.0,14,17,20,32,39,pilio
2013-04-19,102000094.0,7,10,21,28,37,pilio
2013-04-20,102000095.0,3,5,6,13,31,pilio
2013-04-22,102000096.0,1,3,10,21,34,pilio
2013-04-23,102000097.0,24,31,35,37,38,pilio
2013-04-24,102000098.0,9,23,28,31,37,pilio
2013-04-25,102000099.0,4,9,19,25,34,pilio
2013-04-26,102000100.0,4,11,20,28,35,pilio
2013-04-27,102000101.0,8,14,26,36,38,pilio
2013-04-29,102000102.0,6,8,18,25,37,pilio
2013-04-30,102000103.0,2,3,4,15,16,pilio
2013-05-01,102000104.0,3,15,16,34,37,pilio
2013-05-02,102000105.0,6,10,12,18,34,pilio
2013-05-03,102000106.0,11,13,16,21,34,pilio
2013-05-04,102000107.0,6,14,22,25,33,pilio
2013-05-06,102000108.0,5,25,31,36,37,pilio
2013-05-07,102000109.0,6,20,22,33,38,pilio
2013-05-08,102000110.0,2,22,24,37,39,pilio
2013-05-09,102000111.0,2,26,33,34,39,pilio
2013-05-10,102000112.0,2,8,16,22,35,pilio
2013-05-11,102000113.0,3,6,10,22,28,pilio
2013-05-13,102000114.0,2,4,10,19,27,pilio
2013-05-14,102000115.0,14,17,24,27,30,pilio
2013-05-15,102000116.0,6,22,26,34,37,pilio
2013-05-16,102000117.0,6,17,24,29,36,pilio
2013-05-17,102000118.0,8,18,20,30,36,pilio
2013-05-18,102000119.0,1,9,16,18,29,pilio
2013-05-20,102000120.0,5,6,10,22,24,pilio
2013-05-21,102000121.0,8,18,19,29,34,pilio
2013-05-22,102000122.0,7,11,22,30,36,pilio
2013-05-23,102000123.0,5,14,21,32,35,pilio
2013-05-24,102000124.0,2,11,12,22,31,pilio
2013-05-25,102000125.0,6,7,15,20,38,pilio
2013-05-27,102000126.0,12,14,22,25,34,pilio
2013-05-28,102000127.0,23,34,35,36,37,pilio
2013-05-29,102000128.0,19,21,22,32,39,pilio
2013-05-30,102000129.0,7,19,21,30,39,pilio
2013-05-31,102000130.0,9,27,30,31,32,pilio
2013-06-01,102000131.0,4,14,22,32,38,pilio
2013-06-03,102000132.0,1,6,11,30,37,pilio
2013-06-04,102000133.0,3,10,18,34,39,pilio
2013-06-05,102000134.0,2,15,22,33,36,pilio
2013-06-06,102000135.0,7,9,21,31,33,pilio
2013-06-07,102000136.0,8,10,11,20,21,pilio
2013-06-08,102000137.0,4,8,12,20,21,pilio
2013-06-10,102000138.0,1,2,10,35,36,pilio
2013-06-11,102000139.0,6,10,21,25,30,pilio
2013-06-12,102000140.0,1,6,34,37,39,pilio
2013-06-13,102000141.0,13,20,22,36,37,pilio
2013-06-14,102000142.0,13,24,33,34,39,pilio
2013-06-15,102000143.0,13,14,20,24,33,pilio
2013-06-17,102000144.0,6,9,12,24,38,pilio
2013-06-18,102000145.0,3,7,10,36,39,pilio
2013-06-19,102000146.0,3,6,21,23,39,pilio
2013-06-20,102000147.0,6,20,23,24,28,pilio
2013-06-21,102000148.0,1,12,15,19,32,pilio
2013-06-22,102000149.0,10,18,20,36,37,pilio
2013-06-24,102000150.0,2,9,13,20,39,pilio
2013-06-25,102000151.0,7,14,18,26,32,pilio
2013-06-26,102000152.0,2,8,14,31,35,pilio
2013-06-27,102000153.0,1,19,20,25,36,pilio
2013-06-28,102000154.0,3,9,12,19,23,pilio
2013-06-29,102000155.0,6,15,26,34,36,pilio
2013-07-01,102000156.0,11,17,25,33,37,pilio
2013-07-02,102000157.0,13,20,22,26,34,pilio
2013-07-03,102000158.0,2,3,4,10,12,pilio
2013-07-04,102000159.0,1,14,19,24,31,pilio
2013-07-05,102000160.0,9,10,20,25,26,pilio
2013-07-06,102000161.0,1,6,20,33,34,pilio
2013-07-08,102000162.0,1,22,24,32,37,pilio
2013-07-09,102000163.0,14,21,22,31,34,pilio
2013-07-10,102000164.0,17,24,25,35,36,pilio
2013-07-11,102000165.0,4,7,16,17,20,pilio
2013-07-12,102000166.0,22,27,30,35,37,pilio
2013-07-13,102000167.0,1,4,6,23,30,pilio
2013-07-15,102000168.0,10,14,16,22,36,pilio
2013-07-16,102000169.0,2,4,6,15,39,pilio
2013-07-17,102000170.0,1,2,15,31,39,pilio
2013-07-18,102000171.0,3,7,11,21,33,pilio
2013-07-19,102000172.0,10,14,18,25,36,pilio
2013-07-20,102000173.0,21,26,30,33,39,pilio
2013-07-22,102000174.0,3,15,22,35,39,pilio
2013-07-23,102000175.0,5,15,21,22,34,pilio
2013-07-24,102000176.0,1,4,23,26,34,pilio
2013-07-25,102000177.0,1,6,17,21,33,pilio
2013-07-26,102000178.0,4,5,8,18,39,pilio
2013-07-27,102000179.0,11,14,23,30,39,pilio
2013-07-29,102000180.0,14,19,27,33,37,pilio
2013-07-30,102000181.0,9,14,19,27,31,pilio
2013-07-31,102000182.0,7,9,24,27,28,pilio
2013-08-01,102000183.0,9,21,27,31,32,pilio
2013-08-02,102000184.0,17,22,23,33,37,pilio
2013-08-03,102000185.0,6,21,26,36,39,pilio
2013-08-05,102000186.0,9,15,26,27,34,pilio
2013-08-06,102000187.0,12,18,19,24,36,pilio
2013-08-07,102000188.0,7,16,27,30,39,pilio
2013-08-08,102000189.0,1,3,12,16,25,pilio
2013-08-09,102000190.0,1,5,8,28,34,pilio
2013-08-10,102000191.0,2,9,11,19,35,pilio
2013-08-12,102000192.0,22,25,30,31,36,pilio
2013-08-13,102000193.0,4,10,17,18,25,pilio
2013-08-14,102000194.0,1,4,7,8,23,pilio
2013-08-15,102000195.0,1,2,8,28,36,pilio
2013-08-16,102000196.0,1,6,13,22,29,pilio
2013-08-17,102000197.0,2,21,29,34,38,pilio
2013-08-19,102000198.0,11,21,25,31,33,pilio
2013-08-20,102000199.0,19,25,28,30,31,pilio
2013-08-21,102000200.0,11,15,26,31,34,pilio
2013-08-22,102000201.0,6,10,11,13,28,pilio
2013-08-23,102000202.0,3,14,25,37,39,pilio
2013-08-24,102000203.0,1,19,26,27,39,pilio
2013-08-26,102000204.0,19,22,24,29,36,pilio
2013-08-27,102000205.0,11,15,26,34,39,pilio
2013-08-28,102000206.0,1,2,5,24,27,pilio
2013-08-29,102000207.0,2,5,8,25,34,pilio
2013-08-30,102000208.0,7,18,20,21,37,pilio
2013-08-31,102000209.0,5,14,17,20,36,pilio
2013-09-02,102000210.0,15,20,21,30,31,pilio
2013-09-03,102000211.0,2,4,8,20,34,pilio
2013-09-04,102000212.0,12,21,31,34,37,pilio
2013-09-05,102000213.0,4,7,13,25,37,pilio
2013-09-06,102000214.0,6,9,17,24,34,pilio
2013-09-07,102000215.0,8,14,19,25,39,pilio
2013-09-09,102000216.0,3,6,23,29,38,pilio
2013-09-10,102000217.0,2,16,21,22,29,pilio
2013-09-11,102000218.0,9,16,17,34,35,pilio
2013-09-12,102000219.0,12,15,18,23,27,pilio
2013-09-13,102000220.0,2,8,24,26,39,pilio
2013-09-14,102000221.0,9,14,16,27,37,pilio
2013-09-16,102000222.0,3,13,19,30,34,pilio
2013-09-17,102000223.0,2,3,15,22,25,pilio
2013-09-18,102000224.0,14,15,17,29,38,pilio
2013-09-19,102000225.0,7,16,20,31,36,pilio
2013-09-20,102000226.0,1,15,23,32,39,pilio
2013-09-21,102000227.0,11,15,22,23,39,pilio
2013-09-23,102000228.0,1,21,22,35,38,pilio
2013-09-24,102000229.0,1,3,5,21,28,pilio
2013-09-25,102000230.0,8,9,10,18,39,pilio
2013-09-26,102000231.0,9,17,29,37,39,pilio
2013-09-27,102000232.0,2,3,27,28,36,pilio
2013-09-28,102000233.0,5,13,14,23,26,pilio
2013-09-30,102000234.0,9,16,17,24,31,pilio
2013-10-01,102000235.0,5,6,20,29,38,pilio
2013-10-02,102000236.0,3,5,20,23,36,pilio
